ids	Logic_board_fail	IO_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost 
93927	1	0	0	1	1	225
93928	1	0	0	1	1	225
93929	0	0	1	0	0	300
93930	1	0	0	1	1	225
93931	1	0	0	1	1	225
93932	1	0	0	1	1	225
93933	1	0	0	1	1	225
93934	1	0	0	1	1	225
93935	1	0	0	0	1	175
93936	1	0	0	0	1	175
93937	1	0	0	1	1	225
93938	0	0	1	0	0	300
93939	1	0	0	0	1	175
93940	1	0	0	0	1	175
93941	1	0	0	0	1	175
93942	1	0	0	1	1	225
93943	1	1	0	1	0	300
93944	1	0	0	1	1	225
93945	0	1	0	1	2	125
93946	1	0	0	1	1	225
93947	0	0	1	1	0	300
93948	1	1	0	0	0	300
93949	1	1	0	1	0	300
93950	1	0	0	0	1	175
93951	1	0	0	0	1	175
93952	0	0	1	0	0	300
93953	1	0	0	0	1	175
93954	1	0	0	0	1	175
93955	0	0	1	0	0	300
93956	1	0	0	0	1	175
93957	1	0	0	1	1	225
93958	1	0	0	0	1	175
93959	1	1	0	1	0	300
93960	1	0	0	0	1	175
93961	1	0	0	1	1	225
93962	1	1	0	0	0	300
93963	1	0	0	1	1	225
93964	1	0	0	1	1	225
93965	1	0	0	1	1	225
93966	0	1	0	1	2	125
93967	1	0	0	0	1	175
93968	1	0	0	1	1	225
93969	1	0	0	1	1	225
93970	1	0	0	0	1	175
93971	1	0	0	0	1	175
93972	1	0	0	0	1	175
93973	0	1	0	0	2	200
93974	1	1	0	1	0	300
93975	1	0	0	0	1	175
93976	0	1	0	1	2	125
93977	1	1	0	0	0	300
93978	0	0	1	1	0	300
93979	1	1	0	0	0	300
93980	1	0	0	1	1	225
93981	0	0	1	0	0	300
93982	1	0	0	0	1	175
93983	0	0	1	1	0	300
93984	1	0	0	1	1	225
93985	1	0	0	0	1	175
93986	1	0	0	1	1	225
93987	1	0	0	0	1	175
93988	1	0	0	0	1	175
93989	1	0	0	0	1	175
93990	1	0	0	1	1	225
93991	1	0	0	0	1	175
93992	1	0	0	1	1	225
93993	1	0	0	0	1	175
93994	1	0	0	1	1	225
93995	1	0	0	0	1	175
93996	1	0	0	1	1	225
93997	1	0	0	0	1	175
93998	1	0	0	1	1	225
93999	1	1	0	1	0	300
94000	0	0	1	0	0	300
94001	1	0	0	1	1	225
94002	1	0	0	0	1	175
94003	1	1	0	0	0	300
94004	1	0	0	0	1	175
94005	1	0	0	0	1	175
94006	1	0	0	0	1	175
94007	1	0	0	0	1	175
94008	1	0	0	1	1	225
94009	1	0	0	0	1	175
94010	1	0	0	1	1	225
94011	1	0	0	1	1	225
94012	1	0	0	0	1	175
94013	1	0	0	1	1	225
94014	1	0	0	0	1	175
94015	1	1	0	1	0	300
94016	1	0	0	0	1	175
94017	1	0	0	1	1	225
94018	1	0	0	1	1	225
94019	1	0	0	1	1	225
94020	1	0	0	1	1	225
94021	1	0	0	1	1	225
94022	1	1	0	0	0	300
94023	1	0	0	1	1	225
94024	1	0	0	1	1	225
94025	0	0	1	1	0	300
94026	1	0	0	0	1	175
94027	1	1	0	1	0	300
94028	1	1	0	1	0	300
94029	1	0	0	1	1	225
94030	1	0	0	1	1	225
94031	1	0	0	0	1	175
94032	1	0	0	0	1	175
94033	1	0	0	0	1	175
94034	0	1	0	1	2	125
94035	1	0	0	1	1	225
94036	0	0	1	0	0	300
94037	1	0	0	0	1	175
94038	1	0	0	1	1	225
94039	1	0	0	1	1	225
94040	1	0	0	1	1	225
94041	1	0	0	1	1	225
94042	0	1	0	1	2	125
94043	1	0	0	0	1	175
94044	1	0	0	0	1	175
94045	1	0	0	1	1	225
94046	1	1	0	1	0	300
94047	1	1	0	0	0	300
94048	1	0	0	1	1	225
94049	0	1	0	1	2	125
94050	1	0	0	0	1	175
94051	1	0	0	0	1	175
94052	1	0	0	1	1	225
94053	1	0	0	1	1	225
94054	1	0	0	1	1	225
94055	0	0	1	0	0	300
94056	1	0	0	1	1	225
94057	1	1	0	0	0	300
94058	0	0	1	1	0	300
94059	1	0	0	0	1	175
94060	1	0	0	1	1	225
94061	1	0	0	0	1	175
94062	1	1	0	0	0	300
94063	1	1	0	0	0	300
94064	1	0	0	0	1	175
94065	1	0	0	1	1	225
94066	1	0	0	1	1	225
94067	1	1	0	1	0	300
94068	1	0	0	1	1	225
94069	1	0	0	0	1	175
94070	1	1	0	1	0	300
94071	1	1	0	1	0	300
94072	1	1	0	0	0	300
94073	0	0	1	1	0	300
94074	1	0	0	0	1	175
94075	0	0	1	0	0	300
94076	1	0	0	0	1	175
94077	0	0	1	1	0	300
94078	0	0	1	0	0	300
94079	1	0	0	1	1	225
94080	1	0	0	1	1	225
94081	1	0	0	1	1	225
94082	1	0	0	1	1	225
94083	1	0	0	1	1	225
94084	1	0	0	1	1	225
94085	1	0	0	0	1	175
94086	1	0	0	1	1	225
94087	1	0	0	1	1	225
94088	1	0	0	0	1	175
94089	1	0	0	0	1	175
94090	0	0	1	1	0	300
94091	0	0	1	0	0	300
94092	1	0	0	0	1	175
94093	1	0	0	1	1	225
94094	1	1	0	0	0	300
94095	1	0	0	1	1	225
94096	1	0	0	1	1	225
94097	1	0	0	1	1	225
94098	0	0	1	0	0	300
94099	0	0	1	1	0	300
94100	1	0	0	0	1	175
94101	1	0	0	1	1	225
94102	1	0	0	0	1	175
94103	1	0	0	0	1	175
94104	1	0	0	0	1	175
94105	1	1	0	0	0	300
94106	1	0	0	1	1	225
94107	1	1	0	0	0	300
94108	1	0	0	1	1	225
94109	1	0	0	0	1	175
94110	0	0	1	0	0	300
94111	1	0	0	1	1	225
94112	1	0	0	0	1	175
94113	0	0	1	1	0	300
94114	1	1	0	0	0	300
94115	0	0	1	0	0	300
94116	1	1	0	1	0	300
94117	1	0	0	1	1	225
94118	1	0	0	1	1	225
94119	1	0	0	1	1	225
94120	1	0	0	1	1	225
94121	1	0	0	0	1	175
94122	1	0	0	0	1	175
94123	1	0	0	1	1	225
94124	0	1	0	0	2	200
94125	1	0	0	0	1	175
94126	0	0	1	1	0	300
94127	1	0	0	0	1	175
94128	0	0	1	0	0	300
94129	0	1	0	0	2	200
94130	1	1	0	0	0	300
94131	1	1	0	1	0	300
94132	1	1	0	1	0	300
94133	1	0	0	1	1	225
94134	1	1	0	1	0	300
94135	0	0	1	1	0	300
94136	1	0	0	0	1	175
94137	1	0	0	1	1	225
94138	0	0	1	0	0	300
94139	1	0	0	0	1	175
94140	1	0	0	0	1	175
94141	1	0	0	0	1	175
94142	1	0	0	1	1	225
94143	1	0	0	0	1	175
94144	1	0	0	0	1	175
94145	0	0	1	1	0	300
94146	1	1	0	0	0	300
94147	1	0	0	1	1	225
94148	1	0	0	1	1	225
94149	1	0	0	0	1	175
94150	1	0	0	1	1	225
94151	1	0	0	0	1	175
94152	1	0	0	0	1	175
94153	0	0	1	0	0	300
94154	1	0	0	0	1	175
94155	0	0	1	0	0	300
94156	1	1	0	0	0	300
94157	1	0	0	0	1	175
94158	1	0	0	1	1	225
94159	1	0	0	1	1	225
94160	1	0	0	1	1	225
94161	1	0	0	0	1	175
94162	1	0	0	0	1	175
94163	0	0	1	0	0	300
94164	1	0	0	0	1	175
94165	1	0	0	0	1	175
94166	0	0	1	1	0	300
94167	1	0	0	1	1	225
94168	0	0	1	1	0	300
94169	1	1	0	0	0	300
94170	1	1	0	1	0	300
94171	1	0	0	1	1	225
94172	1	0	0	1	1	225
94173	1	0	0	1	1	225
94174	1	0	0	0	1	175
94175	1	0	0	1	1	225
94176	1	1	0	1	0	300
94177	1	0	0	0	1	175
94178	1	0	0	1	1	225
94179	1	0	0	0	1	175
94180	1	0	0	1	1	225
94181	1	0	0	1	1	225
94182	1	0	0	1	1	225
94183	1	1	0	1	0	300
94184	1	0	0	1	1	225
94185	1	0	0	0	1	175
94186	1	1	0	0	0	300
94187	1	0	0	0	1	175
94188	0	0	1	1	0	300
94189	1	0	0	0	1	175
94190	1	0	0	0	1	175
94191	1	0	0	1	1	225
94192	1	0	0	0	1	175
94193	1	0	0	1	1	225
94194	1	0	0	1	1	225
94195	1	0	0	0	1	175
94196	1	0	0	0	1	175
94197	1	0	0	0	1	175
94198	1	0	0	1	1	225
94199	1	0	0	1	1	225
94200	1	0	0	1	1	225
94201	1	0	0	0	1	175
94202	1	0	0	0	1	175
94203	1	0	0	0	1	175
94204	1	1	0	0	0	300
94205	1	0	0	1	1	225
94206	1	0	0	0	1	175
94207	0	0	1	0	0	300
94208	1	1	0	1	0	300
94209	1	0	0	0	1	175
94210	1	0	0	0	1	175
94211	1	0	0	0	1	175
94212	1	0	0	0	1	175
94213	0	0	1	0	0	300
94214	1	0	0	0	1	175
94215	1	0	0	0	1	175
94216	1	0	0	0	1	175
94217	1	0	0	0	1	175
94218	1	0	0	0	1	175
94219	1	0	0	0	1	175
94220	1	0	0	0	1	175
94221	1	0	0	1	1	225
94222	1	0	0	1	1	225
94223	1	1	0	1	0	300
94224	1	0	0	0	1	175
94225	1	0	0	1	1	225
94226	1	0	0	0	1	175
94227	1	0	0	0	1	175
94228	1	1	0	0	0	300
94229	1	0	0	1	1	225
94230	1	0	0	1	1	225
94231	1	0	0	0	1	175
94232	1	0	0	1	1	225
94233	1	1	0	0	0	300
94234	1	0	0	1	1	225
94235	1	0	0	0	1	175
94236	1	1	0	1	0	300
94237	1	0	0	1	1	225
94238	1	0	0	0	1	175
94239	1	0	0	1	1	225
94240	0	0	1	0	0	300
94241	1	0	0	1	1	225
94242	0	1	0	0	2	200
94243	0	0	1	0	0	300
94244	0	0	1	0	0	300
94245	1	0	0	1	1	225
94246	1	0	0	0	1	175
94247	0	1	0	0	2	200
94248	1	0	0	0	1	175
94249	1	0	0	1	1	225
94250	1	1	0	1	0	300
94251	1	0	0	1	1	225
94252	0	0	1	1	0	300
94253	1	0	0	0	1	175
94254	1	0	0	1	1	225
94255	1	0	0	1	1	225
94256	1	0	0	0	1	175
94257	1	0	0	1	1	225
94258	1	0	0	1	1	225
94259	1	0	0	1	1	225
94260	1	1	0	1	0	300
94261	0	1	0	0	2	200
94262	1	0	0	1	1	225
94263	1	0	0	1	1	225
94264	1	0	0	1	1	225
94265	1	0	0	1	1	225
94266	1	0	0	0	1	175
94267	1	0	0	1	1	225
94268	1	0	0	1	1	225
94269	1	0	0	1	1	225
94270	0	0	1	0	0	300
94271	1	0	0	1	1	225
94272	0	0	1	0	0	300
94273	1	0	0	1	1	225
94274	1	0	0	0	1	175
94275	1	0	0	1	1	225
94276	1	0	0	0	1	175
94277	1	0	0	1	1	225
94278	1	0	0	1	1	225
94279	1	0	0	0	1	175
94280	1	0	0	0	1	175
94281	1	0	0	1	1	225
94282	1	0	0	1	1	225
94283	1	0	0	0	1	175
94284	0	0	1	0	0	300
94285	1	0	0	0	1	175
94286	1	0	0	0	1	175
94287	0	0	1	0	0	300
94288	0	0	1	1	0	300
94289	0	1	0	0	2	200
94290	1	0	0	1	1	225
94291	0	0	1	1	0	300
94292	1	0	0	0	1	175
94293	1	0	0	1	1	225
94294	1	0	0	1	1	225
94295	1	0	0	1	1	225
94296	1	1	0	0	0	300
94297	1	0	0	0	1	175
94298	1	0	0	1	1	225
94299	1	1	0	1	0	300
94300	1	0	0	1	1	225
94301	1	0	0	1	1	225
94302	0	0	1	0	0	300
94303	1	0	0	1	1	225
94304	1	0	0	1	1	225
94305	1	0	0	1	1	225
94306	1	0	0	0	1	175
94307	1	0	0	0	1	175
94308	1	0	0	0	1	175
94309	0	0	1	0	0	300
94310	1	0	0	1	1	225
94311	0	1	0	1	2	125
94312	1	0	0	0	1	175
94313	1	0	0	0	1	175
94314	1	0	0	0	1	175
94315	1	0	0	1	1	225
94316	1	0	0	1	1	225
94317	1	0	0	1	1	225
94318	1	0	0	1	1	225
94319	0	0	1	1	0	300
94320	1	0	0	0	1	175
94321	1	1	0	1	0	300
94322	1	0	0	1	1	225
94323	1	0	0	0	1	175
94324	1	1	0	0	0	300
94325	1	0	0	0	1	175
94326	0	0	1	1	0	300
94327	1	0	0	0	1	175
94328	1	0	0	0	1	175
94329	1	0	0	0	1	175
94330	1	0	0	1	1	225
94331	1	0	0	1	1	225
94332	1	0	0	0	1	175
94333	1	0	0	1	1	225
94334	1	1	0	0	0	300
94335	1	1	0	1	0	300
94336	1	0	0	0	1	175
94337	1	0	0	1	1	225
94338	1	0	0	0	1	175
94339	1	1	0	1	0	300
94340	1	0	0	1	1	225
94341	1	1	0	0	0	300
94342	1	0	0	0	1	175
94343	1	0	0	0	1	175
94344	1	0	0	0	1	175
94345	0	0	1	1	0	300
94346	1	0	0	1	1	225
94347	1	1	0	1	0	300
94348	1	0	0	0	1	175
94349	1	1	0	1	0	300
94350	1	1	0	0	0	300
94351	1	0	0	0	1	175
94352	1	0	0	0	1	175
94353	1	0	0	1	1	225
94354	1	0	0	0	1	175
94355	1	0	0	0	1	175
94356	1	0	0	1	1	225
94357	0	0	1	1	0	300
94358	1	0	0	0	1	175
94359	1	0	0	0	1	175
94360	1	0	0	0	1	175
94361	1	1	0	0	0	300
94362	1	1	0	0	0	300
94363	1	0	0	0	1	175
94364	1	1	0	0	0	300
94365	1	0	0	1	1	225
94366	0	0	1	0	0	300
94367	1	1	0	1	0	300
94368	1	1	0	0	0	300
94369	1	0	0	1	1	225
94370	0	0	1	0	0	300
94371	1	0	0	1	1	225
94372	1	0	0	0	1	175
94373	1	0	0	1	1	225
94374	0	0	1	0	0	300
94375	0	0	1	0	0	300
94376	1	0	0	1	1	225
94377	1	0	0	1	1	225
94378	1	0	0	1	1	225
94379	1	0	0	0	1	175
94380	1	1	0	0	0	300
94381	1	0	0	0	1	175
94382	1	0	0	0	1	175
94383	1	0	0	1	1	225
94384	0	0	1	0	0	300
94385	1	0	0	0	1	175
94386	1	1	0	0	0	300
94387	1	0	0	1	1	225
94388	1	0	0	1	1	225
94389	1	0	0	1	1	225
94390	0	0	1	1	0	300
94391	1	0	0	0	1	175
94392	1	0	0	1	1	225
94393	1	1	0	1	0	300
94394	1	1	0	1	0	300
94395	1	0	0	1	1	225
94396	0	1	0	0	2	200
94397	0	0	1	1	0	300
94398	1	0	0	0	1	175
94399	1	0	0	1	1	225
94400	0	0	1	0	0	300
94401	1	0	0	1	1	225
94402	1	0	0	1	1	225
94403	1	0	0	1	1	225
94404	1	0	0	0	1	175
94405	1	1	0	1	0	300
94406	0	0	1	0	0	300
94407	1	1	0	0	0	300
94408	1	0	0	0	1	175
94409	0	0	1	0	0	300
94410	1	0	0	0	1	175
94411	1	1	0	1	0	300
94412	1	0	0	1	1	225
94413	1	0	0	1	1	225
94414	0	1	0	1	2	125
94415	0	0	1	1	0	300
94416	0	0	1	0	0	300
94417	1	0	0	0	1	175
94418	1	0	0	1	1	225
94419	1	0	0	1	1	225
94420	0	0	1	0	0	300
94421	1	1	0	0	0	300
94422	1	0	0	1	1	225
94423	1	0	0	1	1	225
94424	0	0	1	1	0	300
94425	1	0	0	1	1	225
94426	1	0	0	0	1	175
94427	1	0	0	1	1	225
94428	0	0	1	0	0	300
94429	1	0	0	1	1	225
94430	1	1	0	0	0	300
94431	1	0	0	1	1	225
94432	1	0	0	0	1	175
94433	1	0	0	0	1	175
94434	1	1	0	1	0	300
94435	1	0	0	1	1	225
94436	1	0	0	0	1	175
94437	1	0	0	1	1	225
94438	1	0	0	1	1	225
94439	1	0	0	1	1	225
94440	1	0	0	1	1	225
94441	1	0	0	0	1	175
94442	1	0	0	0	1	175
94443	1	0	0	0	1	175
94444	1	0	0	0	1	175
94445	1	0	0	0	1	175
94446	1	0	0	1	1	225
94447	1	0	0	1	1	225
94448	1	0	0	1	1	225
94449	1	0	0	0	1	175
94450	1	0	0	1	1	225
94451	1	0	0	1	1	225
94452	1	0	0	0	1	175
94453	1	0	0	0	1	175
94454	1	0	0	1	1	225
94455	1	0	0	0	1	175
94456	1	1	0	1	0	300
94457	1	0	0	0	1	175
94458	0	0	1	1	0	300
94459	0	0	1	0	0	300
94460	1	1	0	0	0	300
94461	1	0	0	1	1	225
94462	1	0	0	1	1	225
94463	0	0	1	1	0	300
94464	1	1	0	1	0	300
94465	1	1	0	0	0	300
94466	0	0	1	0	0	300
94467	1	0	0	0	1	175
94468	1	0	0	0	1	175
94469	0	1	0	0	2	200
94470	1	0	0	1	1	225
94471	1	0	0	1	1	225
94472	1	0	0	0	1	175
94473	1	0	0	0	1	175
94474	1	0	0	1	1	225
94475	0	0	1	0	0	300
94476	1	0	0	1	1	225
94477	1	1	0	0	0	300
94478	1	0	0	1	1	225
94479	1	0	0	0	1	175
94480	1	0	0	0	1	175
94481	0	0	1	0	0	300
94482	1	0	0	1	1	225
94483	1	0	0	1	1	225
94484	1	0	0	1	1	225
94485	1	0	0	0	1	175
94486	1	0	0	1	1	225
94487	1	0	0	1	1	225
94488	1	0	0	0	1	175
94489	1	0	0	0	1	175
94490	1	1	0	1	0	300
94491	1	0	0	1	1	225
94492	1	0	0	1	1	225
94493	1	0	0	1	1	225
94494	1	0	0	0	1	175
94495	0	0	1	1	0	300
94496	1	1	0	0	0	300
94497	1	0	0	1	1	225
94498	1	1	0	1	0	300
94499	1	0	0	1	1	225
94500	1	1	0	1	0	300
94501	1	0	0	1	1	225
94502	1	0	0	1	1	225
94503	1	0	0	0	1	175
94504	1	0	0	0	1	175
94505	0	0	1	0	0	300
94506	0	0	1	0	0	300
94507	1	0	0	0	1	175
94508	1	1	0	0	0	300
94509	1	1	0	0	0	300
94510	1	0	0	0	1	175
94511	1	1	0	0	0	300
94512	1	0	0	0	1	175
94513	1	0	0	1	1	225
94514	1	0	0	0	1	175
94515	1	0	0	1	1	225
94516	1	0	0	1	1	225
94517	1	1	0	1	0	300
94518	0	0	1	1	0	300
94519	1	1	0	0	0	300
94520	0	0	1	0	0	300
94521	1	0	0	0	1	175
94522	0	0	1	0	0	300
94523	1	0	0	0	1	175
94524	1	0	0	0	1	175
94525	1	0	0	1	1	225
94526	1	1	0	0	0	300
94527	0	0	1	0	0	300
94528	1	0	0	1	1	225
94529	1	0	0	1	1	225
94530	1	0	0	0	1	175
94531	0	0	1	1	0	300
94532	1	0	0	0	1	175
94533	1	0	0	0	1	175
94534	1	0	0	0	1	175
94535	1	0	0	1	1	225
94536	1	1	0	1	0	300
94537	1	0	0	0	1	175
94538	1	1	0	1	0	300
94539	1	0	0	1	1	225
94540	1	0	0	1	1	225
94541	1	0	0	0	1	175
94542	1	1	0	0	0	300
94543	1	0	0	1	1	225
94544	1	0	0	0	1	175
94545	1	0	0	1	1	225
94546	1	0	0	0	1	175
94547	1	0	0	0	1	175
94548	1	0	0	1	1	225
94549	1	0	0	0	1	175
94550	1	0	0	0	1	175
94551	1	0	0	1	1	225
94552	0	0	1	1	0	300
94553	1	0	0	0	1	175
94554	1	0	0	1	1	225
94555	1	0	0	1	1	225
94556	0	0	1	1	0	300
94557	1	1	0	0	0	300
94558	1	0	0	0	1	175
94559	1	0	0	1	1	225
94560	1	1	0	1	0	300
94561	1	0	0	0	1	175
94562	1	0	0	0	1	175
94563	1	1	0	1	0	300
94564	1	0	0	1	1	225
94565	1	0	0	1	1	225
94566	1	0	0	1	1	225
94567	1	0	0	1	1	225
94568	1	1	0	0	0	300
94569	1	0	0	1	1	225
94570	1	0	0	1	1	225
94571	1	0	0	0	1	175
94572	1	0	0	1	1	225
94573	1	1	0	1	0	300
94574	1	0	0	1	1	225
94575	1	0	0	1	1	225
94576	1	0	0	1	1	225
94577	1	1	0	0	0	300
94578	1	1	0	0	0	300
94579	1	0	0	0	1	175
94580	1	0	0	0	1	175
94581	0	0	1	0	0	300
94582	1	0	0	0	1	175
94583	1	0	0	1	1	225
94584	1	0	0	0	1	175
94585	1	0	0	0	1	175
94586	1	1	0	1	0	300
94587	0	1	0	1	2	125
94588	1	0	0	0	1	175
94589	0	0	1	0	0	300
94590	1	1	0	0	0	300
94591	1	0	0	0	1	175
94592	1	0	0	0	1	175
94593	0	1	0	1	2	125
94594	1	0	0	1	1	225
94595	1	0	0	1	1	225
94596	1	0	0	0	1	175
94597	0	0	1	1	0	300
94598	1	0	0	1	1	225
94599	1	1	0	1	0	300
94600	1	0	0	1	1	225
94601	1	0	0	1	1	225
94602	1	0	0	1	1	225
94603	1	0	0	1	1	225
94604	1	1	0	1	0	300
94605	1	0	0	0	1	175
94606	1	0	0	0	1	175
94607	1	0	0	0	1	175
94608	1	0	0	0	1	175
94609	1	0	0	1	1	225
94610	1	0	0	0	1	175
94611	1	0	0	1	1	225
94612	1	0	0	1	1	225
94613	1	0	0	0	1	175
94614	1	0	0	1	1	225
94615	1	0	0	0	1	175
94616	1	0	0	1	1	225
94617	1	0	0	0	1	175
94618	1	0	0	0	1	175
94619	1	0	0	0	1	175
94620	1	1	0	0	0	300
94621	1	1	0	0	0	300
94622	1	1	0	0	0	300
94623	1	0	0	0	1	175
94624	1	0	0	1	1	225
94625	1	0	0	1	1	225
94626	1	0	0	0	1	175
94627	0	1	0	1	2	125
94628	1	0	0	1	1	225
94629	0	0	1	1	0	300
94630	1	0	0	1	1	225
94631	1	0	0	1	1	225
94632	1	0	0	1	1	225
94633	1	0	0	0	1	175
94634	1	1	0	1	0	300
94635	1	0	0	0	1	175
94636	1	0	0	0	1	175
94637	1	1	0	1	0	300
94638	1	1	0	0	0	300
94639	1	0	0	0	1	175
94640	1	1	0	0	0	300
94641	1	0	0	1	1	225
94642	1	0	0	0	1	175
94643	1	0	0	1	1	225
94644	1	0	0	0	1	175
94645	0	1	0	0	2	200
94646	0	0	1	0	0	300
94647	1	0	0	0	1	175
94648	0	0	1	0	0	300
94649	1	1	0	0	0	300
94650	1	0	0	1	1	225
94651	1	0	0	1	1	225
94652	1	1	0	1	0	300
94653	1	0	0	1	1	225
94654	1	0	0	1	1	225
94655	1	0	0	0	1	175
94656	1	0	0	0	1	175
94657	1	1	0	0	0	300
94658	1	0	0	0	1	175
94659	1	0	0	1	1	225
94660	1	0	0	1	1	225
94661	0	0	1	1	0	300
94662	0	0	1	0	0	300
94663	0	0	1	0	0	300
94664	1	0	0	1	1	225
94665	0	0	1	0	0	300
94666	1	1	0	0	0	300
94667	1	0	0	0	1	175
94668	1	1	0	1	0	300
94669	1	0	0	1	1	225
94670	0	0	1	0	0	300
94671	1	0	0	1	1	225
94672	1	0	0	0	1	175
94673	1	0	0	0	1	175
94674	0	0	1	1	0	300
94675	1	1	0	1	0	300
94676	1	1	0	1	0	300
94677	1	1	0	0	0	300
94678	1	0	0	0	1	175
94679	0	0	1	1	0	300
94680	1	0	0	1	1	225
94681	1	0	0	1	1	225
94682	1	0	0	0	1	175
94683	1	0	0	1	1	225
94684	0	0	1	1	0	300
94685	1	0	0	1	1	225
94686	1	0	0	1	1	225
94687	1	0	0	0	1	175
94688	1	0	0	1	1	225
94689	1	0	0	0	1	175
94690	0	0	1	1	0	300
94691	1	0	0	0	1	175
94692	1	1	0	0	0	300
94693	1	0	0	1	1	225
94694	1	0	0	1	1	225
94695	1	0	0	1	1	225
94696	1	1	0	1	0	300
94697	0	1	0	0	2	200
94698	1	0	0	0	1	175
94699	1	0	0	0	1	175
94700	1	0	0	0	1	175
94701	1	0	0	0	1	175
94702	1	1	0	0	0	300
94703	1	0	0	0	1	175
94704	1	0	0	1	1	225
94705	1	0	0	0	1	175
94706	1	1	0	1	0	300
94707	1	0	0	0	1	175
94708	1	0	0	0	1	175
94709	1	1	0	0	0	300
94710	1	1	0	1	0	300
94711	1	0	0	0	1	175
94712	1	1	0	1	0	300
94713	1	0	0	0	1	175
94714	1	0	0	0	1	175
94715	1	0	0	0	1	175
94716	1	0	0	0	1	175
94717	1	0	0	0	1	175
94718	1	0	0	1	1	225
94719	1	0	0	0	1	175
94720	1	1	0	1	0	300
94721	1	0	0	0	1	175
94722	1	1	0	1	0	300
94723	0	0	1	1	0	300
94724	1	0	0	1	1	225
94725	1	0	0	0	1	175
94726	1	0	0	1	1	225
94727	1	0	0	0	1	175
94728	1	0	0	0	1	175
94729	1	0	0	1	1	225
94730	1	1	0	1	0	300
94731	1	0	0	0	1	175
94732	1	0	0	0	1	175
94733	1	0	0	1	1	225
94734	1	1	0	1	0	300
94735	1	0	0	1	1	225
94736	0	0	1	1	0	300
94737	1	1	0	0	0	300
94738	0	0	1	1	0	300
94739	1	0	0	0	1	175
94740	1	0	0	0	1	175
94741	1	1	0	1	0	300
94742	1	0	0	1	1	225
94743	0	1	0	0	2	200
94744	0	0	1	0	0	300
94745	1	0	0	0	1	175
94746	1	0	0	1	1	225
94747	1	0	0	0	1	175
94748	1	0	0	1	1	225
94749	1	0	0	0	1	175
94750	1	0	0	0	1	175
94751	1	1	0	1	0	300
94752	1	0	0	0	1	175
94753	1	1	0	0	0	300
94754	1	1	0	1	0	300
94755	0	0	1	0	0	300
94756	1	0	0	0	1	175
94757	1	0	0	1	1	225
94758	1	0	0	1	1	225
94759	1	0	0	1	1	225
94760	1	0	0	0	1	175
94761	1	0	0	1	1	225
94762	1	0	0	0	1	175
94763	1	0	0	0	1	175
94764	0	0	1	0	0	300
94765	1	1	0	0	0	300
94766	1	0	0	1	1	225
94767	0	1	0	0	2	200
94768	1	0	0	1	1	225
94769	1	0	0	0	1	175
94770	1	0	0	0	1	175
94771	1	0	0	1	1	225
94772	1	1	0	0	0	300
94773	0	0	1	1	0	300
94774	1	0	0	1	1	225
94775	1	0	0	0	1	175
94776	1	0	0	1	1	225
94777	1	0	0	1	1	225
94778	1	0	0	1	1	225
94779	1	0	0	0	1	175
94780	1	1	0	1	0	300
94781	1	0	0	1	1	225
94782	0	1	0	1	2	125
94783	1	1	0	0	0	300
94784	0	0	1	0	0	300
94785	1	0	0	0	1	175
94786	0	1	0	0	2	200
94787	1	0	0	0	1	175
94788	1	1	0	0	0	300
94789	1	0	0	0	1	175
94790	1	0	0	0	1	175
94791	0	1	0	0	2	200
94792	1	1	0	0	0	300
94793	1	0	0	1	1	225
94794	1	1	0	1	0	300
94795	0	0	1	1	0	300
94796	1	0	0	1	1	225
94797	1	0	0	1	1	225
94798	1	0	0	0	1	175
94799	0	0	1	1	0	300
94800	1	0	0	0	1	175
94801	1	1	0	1	0	300
94802	0	0	1	0	0	300
94803	1	0	0	0	1	175
94804	1	1	0	1	0	300
94805	1	0	0	1	1	225
94806	1	0	0	1	1	225
94807	1	0	0	0	1	175
94808	1	1	0	0	0	300
94809	1	0	0	1	1	225
94810	1	0	0	1	1	225
94811	1	0	0	0	1	175
94812	1	0	0	0	1	175
94813	1	1	0	0	0	300
94814	1	0	0	1	1	225
94815	1	0	0	1	1	225
94816	1	1	0	0	0	300
94817	1	0	0	1	1	225
94818	1	0	0	0	1	175
94819	0	0	1	1	0	300
94820	1	0	0	0	1	175
94821	1	0	0	0	1	175
94822	1	0	0	0	1	175
94823	1	0	0	1	1	225
94824	1	0	0	0	1	175
94825	1	0	0	0	1	175
94826	1	1	0	0	0	300
94827	1	1	0	0	0	300
94828	1	0	0	1	1	225
94829	1	0	0	0	1	175
94830	1	0	0	1	1	225
94831	1	0	0	0	1	175
94832	1	0	0	0	1	175
94833	1	0	0	1	1	225
94834	0	0	1	0	0	300
94835	1	0	0	0	1	175
94836	1	0	0	1	1	225
94837	1	1	0	1	0	300
94838	1	1	0	0	0	300
94839	1	0	0	1	1	225
94840	1	0	0	0	1	175
94841	1	0	0	0	1	175
94842	0	0	1	0	0	300
94843	1	1	0	1	0	300
94844	1	0	0	1	1	225
94845	1	0	0	1	1	225
94846	1	0	0	0	1	175
94847	1	0	0	0	1	175
94848	1	1	0	1	0	300
94849	1	0	0	1	1	225
94850	1	0	0	0	1	175
94851	0	0	1	1	0	300
94852	1	0	0	1	1	225
94853	1	0	0	0	1	175
94854	1	1	0	1	0	300
94855	1	0	0	0	1	175
94856	1	0	0	1	1	225
