ids	Export_Decision	Economical_State	Profit
70246	1	0	2357000
70247	2	0	210000
70248	2	2	1425000
70249	0	0	2726000
70250	0	1	-711000
70251	1	2	1694500
70252	0	0	2726000
70253	0	1	-711000
70254	0	1	-711000
70255	1	1	900500
70256	2	0	210000
70257	2	0	210000
70258	2	0	210000
70259	2	2	1425000
70260	2	0	210000
70261	0	1	-711000
70262	1	0	2357000
70263	1	1	900500
70264	1	0	2357000
70265	2	2	1425000
70266	2	2	1425000
70267	2	0	210000
70268	2	0	210000
70269	2	0	210000
70270	0	2	1870000
70271	1	1	900500
70272	1	2	1694500
70273	0	0	2726000
70274	2	0	210000
70275	1	1	900500
70276	1	2	1694500
70277	0	1	-711000
70278	1	1	900500
70279	1	0	2357000
70280	0	1	-711000
70281	0	0	2726000
70282	2	2	1425000
70283	1	2	1694500
70284	2	0	210000
70285	1	1	900500
70286	0	1	-711000
70287	1	1	900500
70288	0	0	2726000
70289	1	2	1694500
70290	1	0	2357000
70291	2	0	210000
70292	1	2	1694500
70293	1	0	2357000
70294	0	2	1870000
70295	1	1	900500
70296	1	2	1694500
70297	2	1	766000
70298	2	0	210000
70299	0	1	-711000
70300	1	1	900500
70301	0	0	2726000
70302	2	1	766000
70303	0	0	2726000
70304	2	2	1425000
70305	1	1	900500
70306	0	2	1870000
70307	1	0	2357000
70308	1	0	2357000
70309	2	0	210000
70310	2	1	766000
70311	0	1	-711000
70312	2	1	766000
70313	1	0	2357000
70314	0	1	-711000
70315	2	2	1425000
70316	1	0	2357000
70317	1	0	2357000
70318	1	0	2357000
70319	1	2	1694500
70320	0	0	2726000
70321	0	0	2726000
70322	0	1	-711000
70323	0	0	2726000
70324	0	2	1870000
70325	1	0	2357000
70326	1	0	2357000
70327	0	1	-711000
70328	2	1	766000
70329	1	2	1694500
70330	1	0	2357000
70331	2	2	1425000
70332	2	0	210000
70333	0	0	2726000
70334	2	0	210000
70335	2	2	1425000
70336	0	0	2726000
70337	1	0	2357000
70338	1	1	900500
70339	2	1	766000
70340	0	0	2726000
70341	1	0	2357000
70342	2	1	766000
70343	0	2	1870000
70344	0	2	1870000
70345	0	0	2726000
70346	2	0	210000
70347	2	2	1425000
70348	0	0	2726000
70349	0	0	2726000
70350	0	0	2726000
70351	1	1	900500
70352	2	1	766000
70353	0	1	-711000
70354	0	2	1870000
70355	1	2	1694500
70356	0	0	2726000
70357	0	1	-711000
70358	0	1	-711000
70359	1	2	1694500
70360	0	0	2726000
70361	0	0	2726000
70362	1	1	900500
70363	1	1	900500
70364	0	0	2726000
70365	1	0	2357000
70366	2	0	210000
70367	2	0	210000
70368	0	1	-711000
70369	0	0	2726000
70370	2	0	210000
70371	1	0	2357000
70372	2	1	766000
70373	2	2	1425000
70374	0	2	1870000
70375	0	2	1870000
70376	1	1	900500
70377	1	1	900500
70378	0	2	1870000
70379	2	2	1425000
70380	0	0	2726000
70381	1	1	900500
70382	0	0	2726000
70383	0	1	-711000
70384	1	0	2357000
70385	1	2	1694500
70386	1	1	900500
70387	2	1	766000
70388	0	0	2726000
70389	2	1	766000
70390	0	2	1870000
70391	0	0	2726000
70392	1	1	900500
70393	2	0	210000
70394	0	2	1870000
70395	2	0	210000
70396	0	1	-711000
70397	2	1	766000
70398	1	2	1694500
70399	0	0	2726000
70400	1	1	900500
70401	1	1	900500
70402	1	0	2357000
70403	0	2	1870000
70404	0	1	-711000
70405	1	0	2357000
70406	2	2	1425000
70407	0	0	2726000
70408	2	0	210000
70409	2	2	1425000
70410	1	0	2357000
70411	1	0	2357000
70412	2	1	766000
70413	0	2	1870000
70414	0	1	-711000
70415	2	1	766000
70416	1	0	2357000
70417	1	0	2357000
70418	0	1	-711000
70419	2	0	210000
70420	1	0	2357000
70421	2	1	766000
70422	2	2	1425000
70423	1	0	2357000
70424	1	0	2357000
70425	0	2	1870000
70426	0	0	2726000
70427	1	2	1694500
70428	1	0	2357000
70429	1	1	900500
70430	2	1	766000
70431	0	1	-711000
70432	2	2	1425000
70433	1	1	900500
70434	1	2	1694500
70435	0	2	1870000
70436	0	0	2726000
70437	0	0	2726000
70438	1	1	900500
70439	2	2	1425000
70440	0	2	1870000
70441	1	0	2357000
70442	1	0	2357000
70443	0	0	2726000
70444	0	1	-711000
70445	1	2	1694500
70446	2	1	766000
70447	2	0	210000
70448	2	2	1425000
70449	1	0	2357000
70450	2	1	766000
70451	1	1	900500
70452	1	0	2357000
70453	0	1	-711000
70454	1	0	2357000
70455	2	2	1425000
70456	1	0	2357000
70457	1	1	900500
70458	0	0	2726000
70459	0	2	1870000
70460	2	0	210000
70461	1	0	2357000
70462	1	2	1694500
70463	0	1	-711000
70464	2	1	766000
70465	0	1	-711000
70466	0	1	-711000
70467	1	1	900500
70468	0	2	1870000
70469	1	0	2357000
70470	1	0	2357000
70471	2	0	210000
70472	2	2	1425000
70473	1	0	2357000
70474	1	0	2357000
70475	2	2	1425000
70476	2	0	210000
70477	1	0	2357000
70478	0	0	2726000
70479	1	1	900500
70480	1	0	2357000
70481	0	0	2726000
70482	2	2	1425000
70483	1	2	1694500
70484	0	0	2726000
70485	1	0	2357000
70486	1	0	2357000
70487	2	0	210000
70488	0	1	-711000
70489	2	2	1425000
70490	1	0	2357000
70491	0	1	-711000
70492	1	2	1694500
70493	0	0	2726000
70494	2	1	766000
70495	1	1	900500
70496	2	1	766000
70497	1	0	2357000
70498	2	0	210000
70499	1	2	1694500
70500	2	1	766000
70501	0	2	1870000
70502	2	2	1425000
70503	1	2	1694500
70504	0	2	1870000
70505	2	0	210000
70506	2	0	210000
70507	2	2	1425000
70508	1	0	2357000
70509	2	1	766000
70510	0	2	1870000
70511	1	0	2357000
70512	2	2	1425000
70513	2	2	1425000
70514	1	1	900500
70515	2	2	1425000
70516	0	2	1870000
70517	1	2	1694500
70518	2	1	766000
70519	1	2	1694500
70520	2	0	210000
70521	2	0	210000
70522	2	2	1425000
70523	1	2	1694500
70524	1	1	900500
70525	0	2	1870000
70526	1	1	900500
70527	1	2	1694500
70528	2	2	1425000
70529	1	2	1694500
70530	1	1	900500
70531	2	0	210000
70532	0	0	2726000
70533	1	2	1694500
70534	0	0	2726000
70535	1	2	1694500
70536	0	0	2726000
70537	2	2	1425000
70538	1	1	900500
70539	0	1	-711000
70540	2	0	210000
70541	0	0	2726000
70542	2	2	1425000
70543	0	0	2726000
70544	1	0	2357000
70545	0	0	2726000
70546	2	0	210000
70547	1	1	900500
70548	1	0	2357000
70549	2	0	210000
70550	2	0	210000
70551	1	2	1694500
70552	0	1	-711000
70553	2	0	210000
70554	0	0	2726000
70555	0	0	2726000
70556	0	2	1870000
70557	2	2	1425000
70558	2	2	1425000
70559	0	2	1870000
70560	2	2	1425000
70561	0	1	-711000
70562	2	2	1425000
70563	0	0	2726000
70564	2	2	1425000
70565	0	1	-711000
70566	1	1	900500
70567	1	2	1694500
70568	1	2	1694500
70569	0	0	2726000
70570	1	0	2357000
70571	1	1	900500
70572	0	1	-711000
70573	1	0	2357000
70574	0	2	1870000
70575	2	0	210000
70576	2	0	210000
70577	1	2	1694500
70578	1	0	2357000
70579	1	1	900500
70580	0	0	2726000
70581	2	1	766000
70582	1	0	2357000
70583	0	2	1870000
70584	1	0	2357000
70585	0	1	-711000
70586	2	0	210000
70587	1	0	2357000
70588	2	2	1425000
70589	2	0	210000
70590	0	0	2726000
70591	2	2	1425000
70592	2	0	210000
70593	2	1	766000
70594	2	2	1425000
70595	0	2	1870000
70596	0	1	-711000
70597	1	1	900500
70598	1	0	2357000
70599	2	0	210000
70600	0	2	1870000
70601	0	1	-711000
70602	2	2	1425000
70603	1	2	1694500
70604	2	2	1425000
70605	2	1	766000
70606	1	0	2357000
70607	0	0	2726000
70608	2	2	1425000
70609	2	1	766000
70610	0	2	1870000
70611	0	1	-711000
70612	2	2	1425000
70613	0	2	1870000
70614	0	1	-711000
70615	0	1	-711000
70616	1	0	2357000
70617	0	0	2726000
70618	0	0	2726000
70619	2	1	766000
70620	0	0	2726000
70621	2	0	210000
70622	1	2	1694500
70623	0	0	2726000
70624	0	0	2726000
70625	2	0	210000
70626	0	2	1870000
70627	0	0	2726000
70628	0	2	1870000
70629	2	2	1425000
70630	0	2	1870000
70631	1	0	2357000
70632	0	1	-711000
70633	0	1	-711000
70634	2	0	210000
70635	1	1	900500
70636	2	0	210000
70637	1	2	1694500
70638	1	2	1694500
70639	2	0	210000
70640	2	2	1425000
70641	0	1	-711000
70642	2	1	766000
70643	1	0	2357000
70644	1	0	2357000
70645	1	0	2357000
70646	0	0	2726000
70647	1	1	900500
70648	2	2	1425000
70649	0	2	1870000
70650	1	0	2357000
70651	0	2	1870000
70652	2	1	766000
70653	1	2	1694500
70654	1	0	2357000
70655	1	1	900500
70656	0	1	-711000
70657	1	2	1694500
70658	2	0	210000
70659	0	2	1870000
70660	2	0	210000
70661	1	1	900500
70662	0	1	-711000
70663	1	2	1694500
70664	1	0	2357000
70665	1	2	1694500
70666	1	1	900500
70667	1	2	1694500
70668	2	2	1425000
70669	2	2	1425000
70670	2	1	766000
70671	1	0	2357000
70672	0	0	2726000
70673	1	0	2357000
70674	1	0	2357000
70675	1	0	2357000
70676	0	0	2726000
70677	2	2	1425000
70678	2	2	1425000
70679	1	2	1694500
70680	2	1	766000
70681	2	0	210000
70682	1	2	1694500
70683	2	2	1425000
70684	1	0	2357000
70685	1	0	2357000
70686	1	0	2357000
70687	1	1	900500
70688	2	0	210000
70689	0	2	1870000
70690	2	1	766000
70691	2	2	1425000
70692	1	1	900500
70693	2	2	1425000
70694	0	0	2726000
70695	2	1	766000
70696	1	1	900500
70697	0	0	2726000
70698	0	1	-711000
70699	1	0	2357000
70700	1	2	1694500
70701	0	0	2726000
70702	2	1	766000
70703	0	2	1870000
70704	0	0	2726000
70705	0	0	2726000
70706	2	1	766000
70707	0	1	-711000
70708	1	0	2357000
70709	1	0	2357000
70710	1	0	2357000
70711	1	1	900500
70712	0	1	-711000
70713	0	1	-711000
70714	0	1	-711000
70715	2	0	210000
70716	1	0	2357000
70717	2	2	1425000
70718	1	2	1694500
70719	0	2	1870000
70720	2	0	210000
70721	1	1	900500
70722	0	0	2726000
70723	1	1	900500
70724	1	0	2357000
70725	2	1	766000
70726	2	2	1425000
70727	1	0	2357000
70728	2	2	1425000
70729	2	0	210000
70730	2	1	766000
70731	2	1	766000
70732	1	2	1694500
70733	2	1	766000
70734	0	0	2726000
70735	0	0	2726000
70736	1	0	2357000
70737	1	2	1694500
70738	1	1	900500
70739	1	1	900500
70740	2	2	1425000
70741	0	1	-711000
70742	1	2	1694500
70743	2	1	766000
70744	0	2	1870000
70745	0	0	2726000
70746	2	0	210000
70747	2	0	210000
70748	1	0	2357000
70749	0	0	2726000
70750	0	0	2726000
70751	0	1	-711000
70752	1	2	1694500
70753	0	0	2726000
70754	2	0	210000
70755	0	2	1870000
70756	0	2	1870000
70757	0	1	-711000
70758	2	1	766000
70759	0	1	-711000
70760	2	1	766000
70761	0	0	2726000
70762	1	0	2357000
70763	2	0	210000
70764	2	1	766000
70765	1	2	1694500
70766	0	1	-711000
70767	1	2	1694500
70768	2	1	766000
70769	0	1	-711000
70770	2	2	1425000
70771	1	0	2357000
70772	0	1	-711000
70773	2	1	766000
70774	0	1	-711000
70775	1	0	2357000
70776	2	1	766000
70777	0	0	2726000
70778	2	2	1425000
70779	0	1	-711000
70780	2	2	1425000
70781	2	0	210000
70782	0	1	-711000
70783	2	1	766000
70784	2	2	1425000
70785	1	2	1694500
70786	0	2	1870000
70787	2	2	1425000
70788	2	1	766000
70789	0	1	-711000
70790	0	2	1870000
70791	0	2	1870000
70792	0	0	2726000
70793	2	2	1425000
70794	2	1	766000
70795	1	1	900500
70796	1	0	2357000
70797	1	2	1694500
70798	0	1	-711000
70799	1	2	1694500
70800	2	1	766000
70801	2	0	210000
70802	0	0	2726000
70803	0	1	-711000
70804	2	2	1425000
70805	1	1	900500
70806	1	1	900500
70807	2	0	210000
70808	0	2	1870000
70809	2	2	1425000
70810	1	0	2357000
70811	0	0	2726000
70812	0	1	-711000
70813	0	0	2726000
70814	1	1	900500
70815	0	0	2726000
70816	2	0	210000
70817	0	1	-711000
70818	2	1	766000
70819	2	2	1425000
70820	0	0	2726000
70821	0	1	-711000
70822	1	1	900500
70823	0	1	-711000
70824	2	0	210000
70825	1	0	2357000
70826	2	0	210000
70827	1	0	2357000
70828	2	0	210000
70829	2	1	766000
70830	2	1	766000
70831	2	0	210000
70832	1	1	900500
70833	0	2	1870000
70834	0	1	-711000
70835	0	1	-711000
70836	1	0	2357000
70837	2	0	210000
70838	1	2	1694500
70839	0	0	2726000
70840	1	0	2357000
70841	1	2	1694500
70842	2	2	1425000
70843	2	2	1425000
70844	2	0	210000
70845	1	1	900500
70846	2	1	766000
70847	2	2	1425000
70848	0	2	1870000
70849	1	1	900500
70850	1	2	1694500
70851	0	0	2726000
70852	0	1	-711000
70853	0	0	2726000
70854	1	2	1694500
70855	2	1	766000
70856	1	0	2357000
70857	2	1	766000
70858	1	2	1694500
70859	2	0	210000
70860	2	2	1425000
70861	2	0	210000
70862	2	0	210000
70863	2	2	1425000
70864	2	1	766000
70865	2	2	1425000
70866	0	2	1870000
70867	2	2	1425000
70868	0	0	2726000
70869	1	1	900500
70870	2	0	210000
70871	0	2	1870000
70872	1	0	2357000
70873	1	0	2357000
70874	1	2	1694500
70875	2	1	766000
70876	2	2	1425000
70877	2	0	210000
70878	1	0	2357000
70879	2	2	1425000
70880	0	1	-711000
70881	0	1	-711000
70882	2	2	1425000
70883	2	0	210000
70884	0	0	2726000
70885	0	1	-711000
70886	0	2	1870000
70887	1	0	2357000
70888	2	1	766000
70889	1	1	900500
70890	0	1	-711000
70891	2	0	210000
70892	2	0	210000
70893	2	1	766000
70894	0	1	-711000
70895	0	0	2726000
70896	1	1	900500
70897	0	1	-711000
70898	0	1	-711000
70899	2	0	210000
70900	1	2	1694500
70901	2	1	766000
70902	2	2	1425000
70903	2	0	210000
70904	2	0	210000
70905	0	0	2726000
70906	0	1	-711000
70907	1	1	900500
70908	2	2	1425000
70909	2	1	766000
70910	1	2	1694500
70911	1	0	2357000
70912	0	0	2726000
70913	2	1	766000
70914	2	2	1425000
70915	1	1	900500
70916	1	1	900500
70917	2	2	1425000
70918	1	1	900500
70919	0	2	1870000
70920	1	2	1694500
70921	1	2	1694500
70922	2	1	766000
70923	0	0	2726000
70924	0	0	2726000
70925	0	1	-711000
70926	1	0	2357000
70927	1	1	900500
70928	0	0	2726000
70929	0	0	2726000
70930	2	2	1425000
70931	1	2	1694500
70932	2	2	1425000
70933	0	0	2726000
70934	0	0	2726000
70935	1	0	2357000
70936	2	0	210000
70937	0	0	2726000
70938	2	2	1425000
70939	0	2	1870000
70940	2	0	210000
70941	2	0	210000
70942	0	2	1870000
70943	2	1	766000
70944	2	1	766000
70945	0	0	2726000
70946	0	0	2726000
70947	2	2	1425000
70948	0	2	1870000
70949	1	2	1694500
70950	2	2	1425000
70951	1	1	900500
70952	1	1	900500
70953	1	1	900500
70954	1	0	2357000
70955	0	0	2726000
70956	2	0	210000
70957	2	1	766000
70958	2	1	766000
70959	2	1	766000
70960	0	0	2726000
70961	0	2	1870000
70962	1	2	1694500
70963	2	0	210000
70964	2	0	210000
70965	0	1	-711000
70966	2	1	766000
70967	2	0	210000
70968	2	2	1425000
70969	2	0	210000
70970	0	0	2726000
70971	0	2	1870000
70972	2	0	210000
70973	1	1	900500
70974	2	0	210000
70975	0	0	2726000
70976	2	2	1425000
70977	1	2	1694500
70978	0	1	-711000
70979	0	2	1870000
70980	0	0	2726000
70981	0	2	1870000
70982	0	0	2726000
70983	2	0	210000
70984	2	0	210000
70985	0	2	1870000
70986	1	1	900500
70987	1	2	1694500
70988	0	1	-711000
70989	0	2	1870000
70990	0	0	2726000
70991	0	2	1870000
70992	2	1	766000
70993	2	2	1425000
70994	2	1	766000
70995	2	0	210000
70996	2	0	210000
70997	0	0	2726000
70998	2	2	1425000
70999	0	0	2726000
71000	1	0	2357000
71001	1	0	2357000
71002	2	2	1425000
71003	2	2	1425000
71004	2	2	1425000
71005	1	0	2357000
71006	0	2	1870000
71007	0	0	2726000
71008	0	2	1870000
71009	0	2	1870000
71010	0	1	-711000
71011	1	2	1694500
71012	1	1	900500
71013	0	1	-711000
71014	1	1	900500
71015	2	0	210000
71016	0	0	2726000
71017	0	0	2726000
71018	2	2	1425000
71019	1	0	2357000
71020	2	0	210000
71021	0	0	2726000
71022	0	0	2726000
71023	1	0	2357000
71024	2	2	1425000
71025	0	2	1870000
71026	1	0	2357000
71027	0	1	-711000
71028	2	1	766000
71029	1	0	2357000
71030	0	1	-711000
71031	0	2	1870000
71032	1	2	1694500
71033	1	0	2357000
71034	1	0	2357000
71035	2	0	210000
71036	1	0	2357000
71037	2	2	1425000
71038	0	1	-711000
71039	1	0	2357000
71040	2	2	1425000
71041	0	0	2726000
71042	1	0	2357000
71043	1	1	900500
71044	2	0	210000
71045	1	2	1694500
71046	0	1	-711000
71047	2	2	1425000
71048	1	0	2357000
71049	0	1	-711000
71050	1	2	1694500
71051	1	0	2357000
71052	2	0	210000
71053	1	0	2357000
71054	2	0	210000
71055	1	2	1694500
71056	1	0	2357000
71057	1	0	2357000
71058	1	0	2357000
71059	1	1	900500
71060	1	0	2357000
71061	1	2	1694500
71062	0	1	-711000
71063	2	1	766000
71064	2	1	766000
71065	0	0	2726000
71066	1	2	1694500
71067	0	0	2726000
71068	2	0	210000
71069	2	1	766000
71070	2	1	766000
71071	1	1	900500
71072	2	1	766000
71073	1	1	900500
71074	1	0	2357000
71075	1	0	2357000
71076	0	2	1870000
71077	2	0	210000
71078	0	0	2726000
71079	0	2	1870000
71080	2	1	766000
71081	2	0	210000
71082	0	0	2726000
71083	0	0	2726000
71084	1	0	2357000
71085	2	0	210000
71086	2	2	1425000
71087	2	0	210000
71088	0	0	2726000
71089	0	1	-711000
71090	0	0	2726000
71091	0	1	-711000
71092	0	0	2726000
71093	1	2	1694500
71094	1	2	1694500
71095	1	1	900500
71096	2	2	1425000
71097	1	0	2357000
71098	1	2	1694500
71099	1	1	900500
71100	2	0	210000
71101	1	2	1694500
71102	2	2	1425000
71103	1	2	1694500
71104	1	0	2357000
71105	0	1	-711000
71106	0	2	1870000
71107	2	2	1425000
71108	2	1	766000
71109	1	1	900500
71110	2	2	1425000
71111	2	2	1425000
71112	2	0	210000
71113	1	2	1694500
71114	0	1	-711000
71115	2	1	766000
71116	0	1	-711000
71117	0	0	2726000
71118	2	0	210000
71119	0	1	-711000
71120	2	1	766000
71121	0	1	-711000
71122	1	0	2357000
71123	0	2	1870000
71124	0	0	2726000
71125	2	0	210000
71126	1	1	900500
71127	1	0	2357000
71128	0	2	1870000
71129	2	2	1425000
71130	2	0	210000
71131	2	1	766000
71132	0	1	-711000
71133	2	1	766000
71134	1	1	900500
71135	2	2	1425000
71136	1	0	2357000
71137	1	1	900500
71138	0	2	1870000
71139	2	0	210000
71140	2	0	210000
71141	1	1	900500
71142	0	2	1870000
71143	2	1	766000
71144	1	0	2357000
71145	2	2	1425000
71146	2	1	766000
71147	0	1	-711000
71148	1	0	2357000
71149	2	2	1425000
71150	0	0	2726000
71151	0	0	2726000
71152	2	0	210000
71153	2	1	766000
71154	0	1	-711000
71155	0	0	2726000
71156	1	1	900500
71157	2	2	1425000
71158	2	2	1425000
71159	2	1	766000
71160	0	1	-711000
71161	2	1	766000
71162	0	2	1870000
71163	1	1	900500
71164	0	0	2726000
71165	0	1	-711000
71166	2	0	210000
71167	1	2	1694500
71168	2	0	210000
71169	0	0	2726000
71170	0	0	2726000
71171	0	2	1870000
71172	2	1	766000
71173	2	2	1425000
71174	0	0	2726000
71175	0	0	2726000
71176	1	1	900500
71177	0	0	2726000
71178	1	2	1694500
71179	1	1	900500
71180	0	1	-711000
71181	1	2	1694500
71182	0	0	2726000
71183	0	2	1870000
71184	1	2	1694500
71185	1	1	900500
71186	1	2	1694500
71187	2	1	766000
71188	1	0	2357000
71189	2	0	210000
71190	0	2	1870000
71191	0	0	2726000
71192	2	2	1425000
71193	0	2	1870000
71194	1	1	900500
71195	1	2	1694500
71196	0	0	2726000
71197	1	0	2357000
71198	2	2	1425000
71199	2	1	766000
71200	0	2	1870000
71201	1	0	2357000
71202	0	2	1870000
71203	2	1	766000
71204	0	0	2726000
71205	0	2	1870000
71206	0	0	2726000
71207	2	0	210000
71208	1	0	2357000
71209	0	0	2726000
71210	1	2	1694500
71211	2	1	766000
71212	2	2	1425000
71213	1	0	2357000
71214	1	1	900500
71215	2	0	210000
71216	1	1	900500
71217	2	0	210000
71218	2	2	1425000
71219	2	2	1425000
71220	0	2	1870000
71221	0	0	2726000
71222	0	0	2726000
71223	2	2	1425000
71224	2	0	210000
71225	0	0	2726000
71226	1	1	900500
71227	1	2	1694500
71228	0	0	2726000
71229	0	1	-711000
71230	2	0	210000
71231	1	0	2357000
71232	1	1	900500
71233	0	2	1870000
71234	1	0	2357000
71235	0	1	-711000
71236	1	2	1694500
71237	1	2	1694500
71238	1	0	2357000
71239	1	2	1694500
71240	2	1	766000
71241	1	0	2357000
71242	2	0	210000
71243	2	0	210000
71244	0	0	2726000
71245	2	1	766000
71246	1	0	2357000
71247	0	0	2726000
71248	2	0	210000
71249	0	1	-711000
71250	0	0	2726000
71251	1	2	1694500
71252	1	1	900500
71253	2	0	210000
71254	2	2	1425000
71255	1	0	2357000
71256	1	0	2357000
71257	0	2	1870000
71258	1	1	900500
71259	0	0	2726000
71260	0	2	1870000
71261	0	2	1870000
71262	2	0	210000
71263	2	0	210000
71264	0	2	1870000
71265	1	2	1694500
71266	1	1	900500
71267	2	0	210000
71268	2	0	210000
71269	2	0	210000
71270	0	1	-711000
71271	1	2	1694500
71272	0	1	-711000
71273	1	0	2357000
71274	0	0	2726000
71275	2	1	766000
71276	2	2	1425000
71277	1	0	2357000
71278	2	0	210000
71279	0	0	2726000
71280	2	2	1425000
71281	1	1	900500
71282	1	2	1694500
71283	2	1	766000
71284	0	0	2726000
71285	0	0	2726000
71286	2	0	210000
71287	1	1	900500
71288	1	2	1694500
71289	0	2	1870000
71290	0	2	1870000
71291	0	2	1870000
71292	2	2	1425000
71293	1	0	2357000
71294	1	0	2357000
71295	1	2	1694500
71296	0	0	2726000
71297	2	0	210000
71298	2	0	210000
71299	1	0	2357000
71300	1	0	2357000
71301	1	0	2357000
71302	0	1	-711000
71303	2	1	766000
71304	0	1	-711000
71305	1	0	2357000
71306	0	2	1870000
71307	2	0	210000
71308	1	0	2357000
71309	0	2	1870000
71310	2	1	766000
71311	0	1	-711000
71312	0	1	-711000
71313	1	2	1694500
71314	2	2	1425000
71315	2	0	210000
71316	2	0	210000
71317	1	2	1694500
71318	2	1	766000
71319	2	1	766000
71320	1	0	2357000
71321	0	1	-711000
71322	0	1	-711000
71323	0	2	1870000
71324	2	1	766000
71325	1	2	1694500
71326	1	0	2357000
71327	0	1	-711000
71328	1	2	1694500
71329	1	1	900500
71330	1	2	1694500
71331	1	2	1694500
71332	2	1	766000
71333	0	2	1870000
71334	1	1	900500
71335	2	1	766000
71336	2	0	210000
71337	1	2	1694500
71338	1	1	900500
71339	0	1	-711000
71340	1	2	1694500
71341	2	0	210000
71342	0	2	1870000
71343	1	0	2357000
71344	2	0	210000
71345	2	2	1425000
71346	1	2	1694500
71347	2	0	210000
71348	0	2	1870000
71349	2	2	1425000
71350	1	2	1694500
71351	1	1	900500
71352	2	0	210000
71353	2	0	210000
71354	0	0	2726000
71355	1	0	2357000
71356	1	1	900500
71357	2	1	766000
71358	2	1	766000
71359	0	2	1870000
71360	1	2	1694500
71361	0	0	2726000
71362	2	2	1425000
71363	1	1	900500
71364	2	2	1425000
71365	0	0	2726000
71366	1	2	1694500
71367	2	1	766000
71368	0	0	2726000
71369	0	0	2726000
71370	1	0	2357000
71371	0	0	2726000
71372	1	2	1694500
71373	0	2	1870000
71374	2	1	766000
71375	2	1	766000
71376	0	1	-711000
71377	1	0	2357000
71378	2	1	766000
71379	1	1	900500
71380	2	0	210000
71381	0	0	2726000
71382	1	1	900500
71383	0	0	2726000
71384	0	2	1870000
71385	2	0	210000
71386	2	0	210000
71387	2	2	1425000
71388	0	2	1870000
71389	1	0	2357000
71390	0	0	2726000
71391	2	0	210000
71392	0	1	-711000
71393	0	0	2726000
71394	2	2	1425000
71395	0	1	-711000
71396	0	0	2726000
71397	2	1	766000
71398	0	2	1870000
71399	2	0	210000
71400	1	0	2357000
71401	1	0	2357000
71402	1	0	2357000
71403	2	0	210000
71404	2	1	766000
71405	0	0	2726000
71406	1	0	2357000
71407	2	2	1425000
71408	0	2	1870000
71409	1	1	900500
71410	1	0	2357000
71411	2	2	1425000
71412	2	2	1425000
71413	2	0	210000
71414	0	2	1870000
71415	1	1	900500
71416	0	2	1870000
71417	2	2	1425000
71418	1	2	1694500
71419	0	1	-711000
71420	1	2	1694500
71421	2	2	1425000
71422	1	1	900500
71423	0	0	2726000
71424	2	0	210000
71425	1	1	900500
71426	2	1	766000
71427	1	0	2357000
71428	0	2	1870000
71429	0	0	2726000
71430	1	0	2357000
71431	0	0	2726000
71432	1	0	2357000
71433	0	1	-711000
71434	2	0	210000
71435	1	2	1694500
71436	1	2	1694500
71437	1	1	900500
71438	2	2	1425000
71439	2	2	1425000
71440	0	1	-711000
71441	1	0	2357000
71442	1	0	2357000
71443	2	2	1425000
71444	2	2	1425000
71445	0	2	1870000
71446	2	1	766000
71447	0	0	2726000
71448	2	2	1425000
71449	0	0	2726000
71450	2	1	766000
71451	2	1	766000
71452	1	0	2357000
71453	0	0	2726000
71454	2	1	766000
71455	0	2	1870000
71456	1	0	2357000
71457	2	2	1425000
71458	0	0	2726000
71459	1	0	2357000
71460	0	1	-711000
71461	1	2	1694500
71462	0	0	2726000
71463	2	1	766000
71464	1	0	2357000
71465	0	0	2726000
71466	1	0	2357000
71467	2	1	766000
71468	2	1	766000
71469	1	2	1694500
71470	2	2	1425000
71471	1	1	900500
71472	1	1	900500
71473	2	2	1425000
71474	0	0	2726000
71475	2	0	210000
71476	0	2	1870000
71477	1	2	1694500
71478	0	1	-711000
71479	2	0	210000
71480	2	0	210000
71481	1	2	1694500
71482	1	0	2357000
71483	1	0	2357000
71484	1	1	900500
71485	2	1	766000
71486	1	0	2357000
71487	2	2	1425000
71488	1	1	900500
71489	1	2	1694500
71490	2	0	210000
71491	2	0	210000
71492	2	1	766000
71493	2	2	1425000
71494	1	2	1694500
71495	0	2	1870000
71496	1	0	2357000
71497	2	0	210000
71498	1	0	2357000
71499	0	1	-711000
71500	2	0	210000
71501	0	2	1870000
71502	2	0	210000
71503	0	1	-711000
71504	0	0	2726000
71505	2	0	210000
71506	2	2	1425000
71507	2	2	1425000
71508	0	0	2726000
71509	1	1	900500
71510	0	0	2726000
71511	2	0	210000
71512	1	2	1694500
71513	0	0	2726000
71514	1	0	2357000
71515	1	0	2357000
71516	0	1	-711000
71517	0	0	2726000
71518	2	1	766000
71519	1	1	900500
71520	0	1	-711000
71521	0	2	1870000
71522	2	2	1425000
71523	1	0	2357000
71524	2	0	210000
71525	1	0	2357000
71526	2	0	210000
71527	0	0	2726000
71528	1	1	900500
71529	0	0	2726000
71530	1	1	900500
71531	0	0	2726000
71532	2	2	1425000
71533	0	2	1870000
71534	0	2	1870000
71535	1	0	2357000
71536	1	2	1694500
71537	1	0	2357000
71538	2	2	1425000
71539	1	0	2357000
71540	2	1	766000
71541	0	1	-711000
71542	0	0	2726000
71543	2	1	766000
71544	0	1	-711000
71545	2	0	210000
71546	0	0	2726000
71547	0	0	2726000
71548	0	1	-711000
71549	1	1	900500
71550	2	2	1425000
71551	2	0	210000
71552	2	1	766000
71553	0	1	-711000
71554	2	1	766000
